student_id,Introduction to Computer Science,Structured Programming,Structured Programming Lab,Calculus 1,Calculus 2,Discrete Mathematics,Statistical Methods,Linear Algebra,Object Oriented Programming,Object Oriented Programming Lab,Data Structures and Introduction to Algorithms,Algorithms Design and Analysis,Database Systems,Database Systems Lab,Operating Systems,Operating Systems Lab,Distributed Systems,Computer and Society,Information Systems Security,Introduction to Data Science,Introduction to Data Science Lab,Data Engineering,Data Engineering Lab,Statistics and Probability for Data Science,Artificial Intelligence,Computer Architecture for Machine Learning,Natural Language Processing,High Performance Computing for Big Data,Data Visualization,Pattern Recognition,Data Mining,Business Intelligence
20210299,69,62,,56,65,69.0,,71.0,,,69,94.0,74.0,,45.0,,,59.0,,,,,,97,61.0,,,,,,,
20210300,70,78,72.0,87,48,98.0,83.0,63.0,83.0,50.0,90,44.0,82.0,,73.0,50.0,,61.0,,60.0,52.0,,,81,48.0,55.0,,,,60.0,,
20210301,43,91,74.0,74,74,95.0,77.0,61.0,98.0,100.0,66,47.0,57.0,53.0,41.0,81.0,,80.0,,,,,,97,43.0,94.0,66.0,,,,,
20210302,82,66,46.0,75,99,52.0,73.0,53.0,58.0,,64,,92.0,,65.0,,,74.0,,,,,,97,80.0,50.0,,,,,,
20210303,73,96,65.0,48,96,93.0,74.0,85.0,,,87,,61.0,,89.0,51.0,71.0,70.0,56.0,46.0,,,,49,67.0,89.0,,,,73.0,,
20210304,98,44,50.0,57,48,70.0,66.0,52.0,54.0,,98,79.0,47.0,56.0,77.0,46.0,,,,44.0,,,,61,41.0,62.0,,,,,41.0,
20210305,91,93,83.0,48,59,42.0,40.0,60.0,94.0,40.0,47,78.0,66.0,98.0,58.0,,,81.0,,64.0,,,,48,56.0,40.0,54.0,,,99.0,,
20210306,66,65,90.0,66,79,97.0,57.0,55.0,42.0,91.0,66,41.0,97.0,73.0,65.0,68.0,80.0,93.0,,,,,,96,97.0,47.0,,,,,,
20210307,98,97,72.0,42,83,,81.0,98.0,66.0,98.0,46,82.0,44.0,,42.0,,93.0,40.0,44.0,,,,,70,41.0,87.0,,,,81.0,,
20210308,65,47,51.0,78,88,62.0,65.0,47.0,77.0,,78,89.0,61.0,,76.0,49.0,98.0,76.0,95.0,,,,,85,45.0,53.0,,,,,,
20210309,96,72,53.0,57,50,69.0,61.0,49.0,63.0,92.0,43,93.0,90.0,95.0,57.0,95.0,64.0,44.0,42.0,,,,,95,74.0,59.0,,,,77.0,,
20210310,90,81,83.0,48,48,93.0,,60.0,,,80,81.0,47.0,,,,,,,,,,,69,92.0,,,,,,,
20210311,99,96,,95,53,58.0,78.0,78.0,73.0,,80,52.0,56.0,,67.0,,,78.0,,,,,,47,,79.0,,,,43.0,,
20210312,82,66,78.0,80,61,67.0,63.0,49.0,69.0,,44,40.0,92.0,,47.0,,94.0,95.0,,67.0,,,,74,76.0,60.0,98.0,,,87.0,,
20210313,87,80,,89,45,98.0,,99.0,44.0,48.0,62,90.0,44.0,40.0,66.0,,56.0,51.0,71.0,,,,,91,,,,,,85.0,,
20210314,96,46,98.0,64,87,100.0,81.0,90.0,49.0,,63,45.0,70.0,,68.0,,,,,,,,,51,83.0,,,,,76.0,,
20210315,68,83,,92,69,,,76.0,,,83,91.0,82.0,72.0,55.0,,,,,,,,,50,64.0,,,,,,,
20210316,40,74,63.0,45,83,,52.0,90.0,98.0,40.0,43,51.0,82.0,43.0,51.0,,,57.0,,,,,,51,86.0,44.0,,,,43.0,,
20210317,48,50,,49,96,75.0,,49.0,64.0,,72,,63.0,42.0,,,,43.0,,,,,,58,71.0,,59.0,,,,,
20210318,58,55,45.0,86,55,76.0,43.0,,81.0,,72,43.0,44.0,,52.0,,,,,,,,,79,,78.0,,,,,,
20210319,84,58,86.0,73,68,45.0,98.0,,74.0,94.0,100,79.0,49.0,93.0,61.0,,79.0,50.0,,68.0,,,,65,97.0,90.0,74.0,,48.0,,92.0,
20210320,77,88,55.0,44,73,84.0,95.0,46.0,60.0,62.0,69,53.0,88.0,76.0,78.0,,,40.0,,74.0,,,,56,49.0,63.0,,,,96.0,,
20210321,94,59,86.0,46,91,98.0,93.0,40.0,80.0,46.0,88,61.0,88.0,54.0,68.0,87.0,,56.0,43.0,,,,,64,61.0,50.0,,,,,,
20210322,51,83,77.0,59,88,,,56.0,88.0,,56,50.0,72.0,86.0,99.0,,46.0,,,,,,,94,82.0,84.0,,,,,,
20210323,41,52,40.0,43,92,81.0,40.0,41.0,,,51,92.0,77.0,,45.0,,55.0,50.0,,89.0,75.0,,,82,49.0,,,,,76.0,,
20210324,40,82,80.0,54,41,60.0,42.0,61.0,86.0,99.0,69,56.0,46.0,60.0,58.0,56.0,,89.0,,,,,,49,55.0,53.0,,,,,,
20210325,48,53,,47,49,,83.0,58.0,42.0,,70,89.0,43.0,,,,,85.0,,77.0,,83.0,,82,66.0,,95.0,,58.0,92.0,61.0,
20210326,75,49,72.0,73,97,69.0,,59.0,,,87,57.0,,,76.0,,,90.0,56.0,,,,,70,80.0,66.0,,,,96.0,,
20210327,79,100,92.0,88,61,59.0,73.0,79.0,73.0,65.0,62,71.0,86.0,88.0,89.0,87.0,,93.0,,99.0,47.0,66.0,,41,98.0,48.0,99.0,,,,48.0,
20210328,71,76,61.0,44,62,,,,46.0,44.0,58,40.0,98.0,,,,,91.0,,,,,,50,46.0,,88.0,,,,,
20210329,89,65,51.0,59,64,59.0,,,45.0,,67,,,,95.0,46.0,,75.0,91.0,,,,,48,,,,,,,,
20210330,66,44,88.0,40,76,97.0,68.0,69.0,64.0,98.0,58,73.0,74.0,,55.0,,85.0,,,47.0,,,,85,,,,,,,,
20210331,82,88,45.0,77,74,79.0,57.0,64.0,48.0,84.0,81,77.0,51.0,100.0,62.0,94.0,,97.0,,,,,,61,71.0,47.0,91.0,,,,,
20210332,80,87,53.0,93,75,77.0,87.0,97.0,42.0,61.0,42,76.0,92.0,,50.0,50.0,74.0,86.0,64.0,59.0,94.0,,,62,81.0,51.0,66.0,,,,,
20210333,72,43,,92,86,85.0,67.0,41.0,,,76,81.0,,,,,,73.0,,,,,,89,,67.0,,,,63.0,,
20210334,89,56,59.0,87,57,63.0,92.0,82.0,65.0,61.0,60,95.0,94.0,90.0,96.0,,,70.0,,88.0,,,,64,43.0,89.0,83.0,,,76.0,58.0,
20210335,87,64,45.0,76,76,,48.0,55.0,40.0,93.0,49,67.0,100.0,74.0,71.0,,,98.0,64.0,,,,,75,85.0,42.0,,,,96.0,,
20210336,77,66,75.0,42,83,,,68.0,63.0,,49,80.0,51.0,48.0,,,,78.0,,,,,,87,62.0,79.0,90.0,,,56.0,,
20210337,87,90,76.0,90,44,61.0,97.0,78.0,41.0,,81,97.0,52.0,42.0,59.0,,,45.0,,,,,,66,55.0,99.0,,,,,,
20210338,55,42,,47,85,,56.0,59.0,70.0,,44,,46.0,,62.0,56.0,,61.0,,,,,,60,69.0,52.0,,,,,,
20210339,63,100,45.0,66,78,97.0,77.0,,55.0,,90,80.0,93.0,,48.0,,,45.0,,,,,,53,86.0,97.0,40.0,,,,,
20210340,61,66,51.0,85,45,73.0,65.0,66.0,90.0,,46,,60.0,,64.0,81.0,,,,,,,,58,65.0,,,,,,,
20210341,41,73,45.0,95,72,,,80.0,85.0,,87,,68.0,,56.0,,,,,,,,,82,83.0,52.0,96.0,,,,,
20210342,87,63,57.0,64,66,44.0,65.0,71.0,41.0,45.0,79,55.0,71.0,74.0,93.0,73.0,90.0,66.0,44.0,43.0,,,,69,54.0,45.0,,,,,,
20210343,55,61,,61,51,68.0,,,,,48,65.0,94.0,77.0,88.0,,,,,,,,,99,,61.0,,,,,,
20210344,43,40,51.0,42,49,57.0,89.0,68.0,91.0,94.0,57,72.0,,,81.0,,,80.0,99.0,,,,,90,95.0,89.0,,,,,,
20210345,85,99,,88,93,79.0,,46.0,,,43,,90.0,,45.0,,70.0,,68.0,,,,,41,77.0,71.0,60.0,,,,,
20210346,70,79,52.0,97,88,78.0,52.0,70.0,43.0,55.0,88,42.0,78.0,79.0,90.0,69.0,100.0,44.0,74.0,97.0,,,,72,94.0,98.0,55.0,,,52.0,,
20210347,99,96,95.0,64,80,63.0,42.0,93.0,74.0,,82,80.0,,,70.0,,100.0,57.0,,,,,,100,57.0,82.0,98.0,,,100.0,,
20210348,43,53,55.0,99,78,92.0,48.0,73.0,55.0,71.0,82,44.0,58.0,78.0,64.0,89.0,,64.0,,,,,,97,61.0,40.0,85.0,,,,,
20210349,90,96,44.0,44,72,84.0,71.0,66.0,63.0,49.0,73,95.0,52.0,67.0,71.0,,,54.0,,68.0,,54.0,,55,70.0,89.0,,,67.0,93.0,87.0,
20210350,93,98,57.0,64,57,48.0,41.0,57.0,95.0,72.0,66,88.0,44.0,95.0,92.0,,97.0,84.0,95.0,,,,,49,50.0,97.0,,,,,,
20210351,60,41,52.0,98,99,55.0,95.0,91.0,99.0,,86,96.0,47.0,48.0,63.0,88.0,,84.0,,,,,,49,48.0,91.0,,,,95.0,,
20210352,49,84,76.0,89,50,42.0,57.0,81.0,89.0,85.0,59,60.0,79.0,41.0,76.0,,,55.0,,,,,,64,61.0,77.0,,,,96.0,,
20210353,84,94,61.0,89,56,70.0,97.0,45.0,52.0,87.0,86,68.0,57.0,74.0,55.0,93.0,74.0,51.0,51.0,,,,,60,95.0,94.0,,,,57.0,,
20210354,44,50,,96,87,99.0,84.0,77.0,44.0,,57,89.0,,,76.0,92.0,,76.0,,,,,,51,46.0,,97.0,,,78.0,,
20210355,54,93,40.0,53,70,86.0,55.0,48.0,73.0,63.0,42,92.0,72.0,62.0,59.0,95.0,78.0,76.0,,,,,,60,58.0,80.0,92.0,,,66.0,,
20210356,94,48,,42,88,,49.0,62.0,61.0,,73,94.0,65.0,,99.0,,,,,44.0,,42.0,,50,,50.0,,,47.0,,82.0,
20210357,41,46,,74,63,53.0,53.0,42.0,54.0,,85,86.0,48.0,52.0,84.0,95.0,100.0,49.0,,,,,,84,55.0,46.0,,,,45.0,,
20210358,100,81,55.0,45,61,92.0,,,90.0,77.0,58,44.0,85.0,,51.0,98.0,68.0,55.0,86.0,,,,,52,57.0,80.0,,,,,,
20210359,92,52,73.0,76,47,52.0,42.0,70.0,82.0,96.0,57,68.0,51.0,65.0,85.0,77.0,56.0,49.0,89.0,,,,,72,50.0,98.0,73.0,,,57.0,,
20210360,92,49,64.0,83,74,50.0,82.0,50.0,93.0,77.0,88,78.0,65.0,77.0,65.0,79.0,,45.0,,,,,,46,67.0,89.0,,,,53.0,,
20210361,76,90,40.0,100,90,90.0,88.0,45.0,100.0,,75,59.0,43.0,55.0,88.0,49.0,,90.0,,,,,,46,69.0,,,,,,,
20210362,60,61,,69,47,62.0,,,77.0,,53,76.0,,,47.0,,,52.0,,,,,,88,,99.0,,,,,,
20210363,60,48,,70,56,,66.0,65.0,74.0,,77,,94.0,,99.0,,,56.0,,,,,,52,,67.0,,,,80.0,,
20210364,63,40,42.0,47,74,91.0,55.0,45.0,52.0,90.0,65,77.0,58.0,82.0,90.0,45.0,,81.0,75.0,,,,,93,56.0,77.0,76.0,,,66.0,,
20210365,96,80,,42,55,74.0,82.0,88.0,98.0,,72,71.0,49.0,,40.0,,73.0,42.0,,,,,,55,,56.0,,,,,,
20210366,55,81,48.0,62,83,80.0,83.0,82.0,75.0,47.0,70,74.0,64.0,67.0,65.0,48.0,,78.0,,,,,,61,73.0,59.0,49.0,,,,,
20210367,62,67,80.0,49,65,75.0,69.0,94.0,44.0,64.0,49,97.0,88.0,59.0,87.0,93.0,,76.0,93.0,,,,,92,55.0,69.0,,,,,,
20210368,58,81,,71,54,92.0,69.0,49.0,78.0,,56,90.0,,,55.0,49.0,52.0,40.0,,51.0,,,,65,,67.0,,,,58.0,,
20210369,55,85,90.0,69,41,,67.0,,94.0,,47,,92.0,,79.0,,80.0,43.0,,,,,,99,,,,,,,,
20210370,64,46,,62,97,65.0,47.0,61.0,65.0,,93,93.0,75.0,,43.0,41.0,60.0,60.0,90.0,,,,,91,55.0,43.0,,,,70.0,,
20210371,61,98,86.0,61,72,92.0,44.0,45.0,80.0,,56,47.0,,,94.0,,,47.0,,,,,,44,,55.0,,,,,,
20210372,60,97,56.0,40,81,73.0,91.0,66.0,60.0,61.0,77,94.0,65.0,73.0,46.0,76.0,,84.0,,,,,,63,46.0,66.0,,,,71.0,,
20210373,100,72,50.0,98,58,,85.0,,45.0,,79,81.0,81.0,,73.0,,,,,53.0,,,,87,,79.0,,,48.0,,,
20210374,54,53,63.0,91,47,85.0,82.0,77.0,95.0,79.0,67,86.0,98.0,92.0,47.0,90.0,,100.0,,,,,,53,91.0,60.0,,,,99.0,,
20210375,41,63,44.0,61,59,88.0,77.0,81.0,83.0,,96,78.0,76.0,,,,,64.0,,77.0,,,,77,79.0,95.0,,,,95.0,,
20210376,57,95,89.0,83,56,66.0,52.0,84.0,92.0,,90,59.0,75.0,,44.0,,,82.0,,53.0,,,,91,58.0,60.0,,,,,74.0,
20210377,72,93,52.0,96,73,53.0,66.0,68.0,99.0,,86,57.0,54.0,66.0,69.0,,,46.0,41.0,84.0,,95.0,,53,48.0,68.0,76.0,89.0,,79.0,,
20210378,61,64,56.0,67,48,87.0,74.0,72.0,97.0,64.0,51,67.0,93.0,,63.0,,,90.0,,,,,,84,80.0,45.0,85.0,,,45.0,,
20210379,98,62,40.0,46,57,98.0,97.0,52.0,87.0,,51,93.0,57.0,94.0,76.0,77.0,84.0,57.0,87.0,,,,,59,88.0,44.0,,,,61.0,,
20210380,82,42,,92,55,41.0,64.0,65.0,91.0,66.0,68,,54.0,,73.0,,,,,98.0,,,,83,77.0,86.0,93.0,,,81.0,,
20210381,42,94,62.0,40,74,63.0,62.0,76.0,58.0,,41,69.0,85.0,63.0,62.0,90.0,,93.0,,,,,,77,98.0,64.0,87.0,,,98.0,,
20210382,46,41,46.0,71,65,59.0,,63.0,53.0,,50,,,,57.0,57.0,,53.0,,,,,,49,98.0,,,,,,,
20210383,96,68,41.0,65,73,,68.0,55.0,,,50,,52.0,,65.0,97.0,92.0,,,,,,,85,,71.0,,,,,,
20210384,65,80,63.0,48,94,55.0,67.0,,55.0,66.0,55,,44.0,,80.0,,,,,,,,,53,,74.0,,,,,,
20210385,97,67,69.0,83,95,55.0,41.0,49.0,52.0,86.0,91,65.0,100.0,44.0,92.0,59.0,,68.0,60.0,,,,,94,44.0,56.0,55.0,,,67.0,,
20210386,89,55,51.0,90,99,78.0,42.0,99.0,51.0,,94,48.0,76.0,,99.0,71.0,42.0,70.0,79.0,,,,,81,49.0,43.0,98.0,,,,,
20210387,64,66,44.0,92,50,74.0,87.0,,,,82,,57.0,,63.0,,,70.0,,99.0,,,,41,73.0,41.0,,,72.0,,,
20210388,65,56,43.0,42,79,69.0,49.0,44.0,66.0,,82,,60.0,,91.0,,,,,,,,,65,,86.0,,,,83.0,,
20210389,95,59,75.0,98,49,,58.0,73.0,74.0,97.0,40,82.0,56.0,,,,,96.0,,76.0,77.0,84.0,,64,91.0,99.0,,,,,,
20210390,96,40,58.0,59,48,43.0,77.0,62.0,60.0,,59,52.0,81.0,,,,,,,68.0,,,,50,88.0,,84.0,,71.0,67.0,56.0,91.0
20210391,69,54,67.0,55,49,49.0,92.0,74.0,66.0,44.0,68,59.0,98.0,56.0,69.0,,,60.0,77.0,,,,,62,,91.0,,,,94.0,,
20210392,97,99,75.0,80,92,74.0,89.0,41.0,85.0,69.0,40,62.0,60.0,,50.0,61.0,91.0,57.0,45.0,72.0,,,,86,89.0,79.0,,,,,,
20210393,73,92,99.0,83,96,54.0,,57.0,49.0,,94,96.0,91.0,,94.0,,,,,,,,,53,54.0,49.0,,,,51.0,,
20210394,60,56,,72,58,86.0,93.0,79.0,52.0,,79,83.0,,,59.0,,73.0,54.0,,,,,,44,77.0,79.0,,,,,,
20210395,75,75,90.0,51,63,80.0,60.0,50.0,,,41,54.0,52.0,,49.0,59.0,,63.0,77.0,78.0,,,,99,58.0,99.0,79.0,,,,,
20210396,46,85,95.0,90,81,46.0,76.0,72.0,,,65,83.0,,,,,,93.0,,87.0,,,,65,93.0,85.0,42.0,,,,,
20210397,62,46,78.0,91,87,65.0,48.0,,45.0,72.0,50,51.0,44.0,79.0,92.0,49.0,73.0,42.0,92.0,58.0,,59.0,,53,48.0,68.0,,,,,,
20210398,63,95,70.0,63,90,,66.0,,69.0,47.0,59,40.0,47.0,,64.0,,,,75.0,53.0,,45.0,43.0,50,53.0,,63.0,99.0,,,,
20210399,78,51,56.0,100,47,65.0,82.0,99.0,50.0,58.0,96,94.0,90.0,,61.0,56.0,94.0,70.0,44.0,,,,,66,41.0,45.0,46.0,,,,,
20210400,85,49,55.0,69,96,,50.0,,,,80,86.0,97.0,59.0,,,,,,,,,,98,84.0,,,,,,,
20210401,83,42,51.0,82,86,53.0,,81.0,,,79,,,,,,,69.0,,,,,,75,,86.0,,,,88.0,,
20210402,57,83,,55,45,,,96.0,,,58,43.0,,,45.0,,,,87.0,,,,,58,88.0,100.0,,,,72.0,,
20210403,62,100,63.0,57,96,98.0,80.0,73.0,40.0,,59,58.0,40.0,70.0,41.0,73.0,76.0,97.0,,90.0,58.0,,,40,88.0,98.0,99.0,,,,65.0,
20210404,83,89,,78,66,,90.0,,50.0,86.0,57,90.0,89.0,,,,,68.0,,,,,,61,,,,,,,,
20210405,62,41,89.0,97,55,60.0,60.0,83.0,73.0,94.0,43,66.0,94.0,69.0,53.0,,,57.0,,92.0,,55.0,,81,65.0,91.0,,58.0,91.0,,,
20210406,74,57,97.0,81,46,,58.0,,89.0,,88,62.0,,,50.0,,,84.0,,75.0,,,,41,89.0,58.0,,,94.0,,89.0,
20210407,77,71,,40,47,57.0,68.0,63.0,95.0,,72,86.0,95.0,,71.0,64.0,,,,,,,,81,95.0,98.0,,,,92.0,,
20210408,97,66,45.0,71,84,70.0,,,98.0,,53,,42.0,,45.0,69.0,,,,,,,,93,,,,,,,,
20210409,46,97,,95,84,81.0,69.0,61.0,93.0,,56,99.0,,,,,,40.0,,58.0,,,,42,100.0,92.0,75.0,,,,,
20210410,78,56,70.0,74,64,79.0,47.0,59.0,86.0,,74,85.0,,,49.0,43.0,50.0,97.0,73.0,,,,,96,61.0,76.0,,,,65.0,,
20210411,55,47,82.0,70,100,52.0,40.0,86.0,40.0,71.0,43,66.0,41.0,,41.0,,,87.0,42.0,,,,,46,100.0,58.0,56.0,,,50.0,,
20210412,98,97,94.0,41,94,91.0,,,,,65,,,,44.0,75.0,,41.0,98.0,,,,,79,56.0,,,,,,,
20210413,62,68,77.0,44,64,84.0,,91.0,84.0,67.0,50,94.0,94.0,41.0,54.0,,63.0,70.0,100.0,,,,,64,63.0,80.0,73.0,,,,,
20210414,77,45,85.0,83,97,,,44.0,76.0,,74,,42.0,77.0,58.0,,,71.0,,,,,,82,,,,,,,,
20210415,99,41,88.0,53,68,75.0,81.0,79.0,41.0,100.0,78,97.0,73.0,,71.0,94.0,,78.0,52.0,59.0,,,,82,93.0,89.0,,,,,,
20210416,68,83,69.0,79,88,56.0,74.0,44.0,47.0,45.0,60,84.0,95.0,83.0,90.0,57.0,83.0,84.0,,73.0,81.0,,,96,92.0,80.0,,,,,,
20210417,57,75,58.0,58,80,,80.0,45.0,,,96,90.0,49.0,100.0,55.0,,,,,,,,,97,89.0,67.0,,,,,,
20210418,85,66,62.0,97,73,97.0,57.0,89.0,57.0,77.0,88,67.0,,,82.0,94.0,58.0,46.0,57.0,68.0,,,,49,92.0,95.0,62.0,,,,51.0,
20210419,46,74,95.0,87,71,96.0,84.0,74.0,43.0,78.0,78,83.0,50.0,70.0,85.0,80.0,76.0,61.0,77.0,,,,,71,78.0,84.0,92.0,,,,,
20210420,70,91,75.0,67,85,44.0,75.0,81.0,55.0,,96,67.0,80.0,69.0,75.0,,,80.0,63.0,78.0,80.0,,,64,68.0,,46.0,,44.0,67.0,70.0,
20210421,68,72,,59,86,44.0,,,,,73,,90.0,76.0,75.0,74.0,,99.0,,,,,,89,,63.0,,,,,,
20210422,55,63,,48,45,,57.0,53.0,60.0,63.0,59,,,,91.0,,,,,60.0,,,,78,53.0,,,,,79.0,,
20210423,96,45,95.0,68,54,68.0,71.0,,,,98,68.0,,,53.0,,,79.0,44.0,,,,,63,,44.0,,,,,,
20210424,80,83,98.0,46,51,78.0,,56.0,,,40,,89.0,66.0,51.0,,98.0,,,,,,,75,,84.0,,,,,,
20210425,47,93,,100,50,41.0,58.0,,,,82,91.0,76.0,77.0,77.0,,99.0,93.0,,,,,,64,40.0,,,,,,,
20210426,51,52,89.0,90,55,65.0,91.0,72.0,61.0,51.0,97,96.0,95.0,,77.0,,,62.0,,,,,,75,49.0,81.0,,,,41.0,,
20210427,76,69,81.0,74,100,41.0,90.0,53.0,40.0,60.0,96,99.0,89.0,43.0,49.0,56.0,43.0,49.0,,,,,,85,81.0,74.0,,,,62.0,,
20210428,92,66,40.0,59,88,90.0,50.0,67.0,57.0,62.0,93,82.0,48.0,80.0,84.0,98.0,,41.0,,,,,,61,66.0,97.0,,,,,,
20210429,61,49,56.0,89,78,,81.0,60.0,58.0,81.0,77,,97.0,,40.0,,,63.0,,62.0,88.0,,,56,57.0,,55.0,,99.0,,68.0,
20210430,73,80,50.0,92,69,50.0,,,69.0,,53,62.0,,,,,,63.0,,,,,,70,45.0,,,,,,,
20210431,65,83,53.0,56,97,84.0,45.0,42.0,67.0,57.0,84,99.0,78.0,91.0,72.0,72.0,100.0,89.0,45.0,,,,,67,89.0,79.0,,,,73.0,,
20210432,98,61,46.0,43,85,86.0,81.0,,,,57,,48.0,67.0,,,,58.0,,,,,,56,,69.0,,,,,,
20210433,100,58,58.0,83,87,48.0,79.0,,85.0,,73,,74.0,,,,,,,,,,,85,,72.0,,,,,,
20210434,69,90,80.0,62,69,67.0,40.0,,78.0,,73,95.0,44.0,,58.0,,,96.0,,100.0,,,,48,,89.0,,,,,,
20210435,43,73,73.0,96,76,,60.0,,67.0,,94,,57.0,,80.0,,,82.0,,92.0,89.0,,,57,,54.0,,,,,,
20210436,45,52,40.0,48,63,,60.0,85.0,,,97,,97.0,90.0,,,,99.0,,,,,,97,63.0,,,,,91.0,,
20210437,69,62,71.0,51,50,70.0,83.0,97.0,76.0,,98,,,,64.0,,,49.0,90.0,94.0,,,,84,,,,,,,,
20210438,52,100,80.0,98,62,80.0,87.0,45.0,43.0,62.0,75,79.0,45.0,72.0,81.0,71.0,71.0,56.0,61.0,,,,,56,63.0,45.0,57.0,,,78.0,,
20210439,51,86,78.0,66,80,40.0,41.0,47.0,43.0,,74,98.0,98.0,,62.0,,,41.0,96.0,59.0,55.0,,,80,99.0,51.0,71.0,,66.0,,80.0,
20210440,62,53,60.0,42,84,49.0,60.0,77.0,78.0,72.0,51,88.0,67.0,85.0,49.0,95.0,60.0,74.0,74.0,,,,,80,82.0,95.0,64.0,,,100.0,,
20210441,83,65,81.0,51,45,,,62.0,69.0,,81,57.0,67.0,97.0,47.0,77.0,92.0,60.0,64.0,,,,,99,,80.0,,,,,,
20210442,70,62,44.0,43,54,,73.0,,68.0,,75,58.0,,,,,,68.0,,,,,,74,,52.0,,,,,,
20210443,67,96,92.0,99,51,46.0,72.0,77.0,83.0,67.0,76,99.0,59.0,83.0,56.0,44.0,,66.0,,42.0,,,,85,58.0,98.0,93.0,,,82.0,,
20210444,96,88,65.0,89,82,72.0,40.0,44.0,79.0,97.0,60,47.0,42.0,46.0,71.0,81.0,,49.0,,,,,,92,57.0,48.0,79.0,,,73.0,,
20210445,76,47,86.0,99,41,85.0,48.0,68.0,59.0,62.0,69,43.0,97.0,44.0,56.0,96.0,,71.0,,68.0,66.0,,,96,93.0,45.0,,,,59.0,,
20210446,100,80,81.0,53,80,,87.0,,,,86,,78.0,,,,,,,,,,,60,67.0,40.0,48.0,,,,,
20210447,100,43,,85,86,85.0,80.0,47.0,,,64,78.0,76.0,,47.0,,,78.0,,40.0,,,,44,51.0,41.0,,,,,,
20210448,92,95,,50,90,63.0,,50.0,,,49,83.0,,,70.0,93.0,,,,,,,,68,98.0,98.0,64.0,,,42.0,,
20210449,89,83,71.0,42,47,41.0,51.0,62.0,,,48,97.0,57.0,48.0,,,,,,,,,,64,51.0,40.0,,,,,,
20210450,94,50,88.0,42,65,,65.0,41.0,72.0,,86,,54.0,98.0,67.0,49.0,,51.0,56.0,44.0,45.0,,,46,43.0,70.0,,,86.0,98.0,,
20210451,65,95,71.0,52,63,54.0,82.0,41.0,43.0,85.0,66,51.0,71.0,,61.0,71.0,,56.0,,,,,,84,100.0,48.0,,,,74.0,,
20210452,56,59,75.0,79,90,79.0,94.0,77.0,41.0,,83,,,,88.0,,,64.0,,80.0,,,,76,,,,,,,,
20210453,71,78,90.0,62,84,,77.0,54.0,94.0,,56,76.0,72.0,,71.0,69.0,,,,,,,,55,93.0,59.0,,,,,,
20210454,42,45,82.0,46,92,64.0,70.0,,41.0,,53,87.0,68.0,47.0,,,,47.0,,67.0,,,,88,48.0,63.0,,,,,65.0,
20210455,81,70,71.0,70,83,95.0,,93.0,,,56,94.0,,,79.0,44.0,,,,,,,,50,,45.0,,,,,,
20210456,50,96,74.0,41,82,89.0,46.0,57.0,59.0,75.0,42,84.0,,,87.0,83.0,,,,,,,,68,,79.0,,,,,,
20210457,82,100,76.0,78,53,74.0,75.0,95.0,50.0,99.0,94,51.0,61.0,,79.0,72.0,,56.0,,,,,,82,67.0,70.0,86.0,,,54.0,,
20210458,95,66,48.0,60,81,40.0,71.0,98.0,,,49,44.0,,,58.0,46.0,,57.0,,,,,,63,62.0,59.0,,,,40.0,,
20210459,98,78,,56,48,94.0,84.0,45.0,45.0,98.0,40,62.0,73.0,76.0,96.0,,77.0,55.0,,,,,,45,66.0,,78.0,,,,,
20210460,68,91,93.0,47,75,52.0,,49.0,,,58,71.0,81.0,,41.0,,,97.0,,,,,,86,85.0,,77.0,,,,,
20210461,56,77,42.0,61,47,68.0,95.0,93.0,53.0,54.0,74,87.0,,,63.0,,52.0,99.0,91.0,59.0,,,,62,64.0,65.0,,,,56.0,,
20210462,54,89,,99,91,,67.0,47.0,98.0,,83,52.0,81.0,71.0,86.0,96.0,,100.0,80.0,41.0,46.0,,,86,61.0,45.0,,,,,,
20210463,51,75,66.0,63,72,56.0,,54.0,,,56,,92.0,87.0,,,,,,,,,,88,49.0,66.0,,,,,,
20210464,85,60,,85,81,71.0,97.0,70.0,83.0,,98,92.0,,,74.0,,,,,42.0,71.0,,,65,60.0,,,,,63.0,,
20210465,67,66,73.0,40,54,71.0,42.0,44.0,84.0,,53,,47.0,,,,,,,98.0,,66.0,,75,63.0,77.0,88.0,,,57.0,,
20210466,87,100,67.0,93,78,99.0,100.0,86.0,85.0,,64,73.0,74.0,,,,,66.0,,,,,,95,93.0,,79.0,,,,,
20210467,94,70,71.0,97,74,98.0,42.0,46.0,85.0,49.0,86,59.0,99.0,66.0,95.0,,,,,68.0,,,,57,82.0,62.0,,,61.0,77.0,64.0,70.0
20210468,74,92,71.0,88,69,65.0,97.0,70.0,89.0,57.0,64,46.0,60.0,53.0,96.0,56.0,,60.0,,,,,,90,78.0,74.0,63.0,,,90.0,,
20210469,42,40,80.0,57,61,,,82.0,52.0,43.0,93,,46.0,,78.0,,,,,,,,,85,83.0,47.0,54.0,,,65.0,,
20210470,67,51,72.0,40,68,68.0,89.0,46.0,92.0,78.0,87,85.0,62.0,87.0,66.0,49.0,,90.0,,65.0,,,,40,94.0,57.0,80.0,,86.0,,,
20210471,99,49,43.0,55,54,51.0,81.0,69.0,46.0,41.0,51,77.0,73.0,,,,,88.0,,41.0,,,,97,40.0,72.0,,,,66.0,,
20210472,97,44,,82,41,60.0,,,82.0,,65,,50.0,,58.0,58.0,86.0,74.0,52.0,,,,,64,97.0,46.0,,,,,,
